x,r,u,p,e
0.05, 0.99693, 0.00361349, 0.995706, 2.49693
0.15, 0.983807, 0.0193219, 0.977465, 2.48388
0.25, 0.924103, 0.0938502, 0.896379, 2.425
0.35, 0.757968, 0.309537, 0.6808, 2.24548
0.45, 0.566563, 0.647286, 0.460362, 2.03138
0.55, 0.439752, 0.86711, 0.309644, 1.76033
0.65, 0.347118, 0.95457, 0.313321, 2.25659
0.75, 0.276864, 0.913671, 0.299776, 2.70689
0.85, 0.194519, 0.556854, 0.199846, 2.56846
0.95, 0.137962, 0.118495, 0.115628, 2.09529
