x,r,u,p,e
0.246875, 0.997306, 0.00318957, 0.996231, 2.4973
0.253125, 0.993658, 0.00752265, 0.991134, 2.49365
0.259375, 0.986447, 0.0161234, 0.981082, 2.4864
0.265625, 0.974834, 0.0300767, 0.964954, 2.47466
0.271875, 0.959638, 0.0485426, 0.943964, 2.45917
0.278125, 0.94222, 0.0700012, 0.920065, 2.44122
0.284375, 0.923697, 0.0931738, 0.894841, 2.4219
0.290625, 0.904747, 0.117268, 0.869245, 2.4019
0.296875, 0.885715, 0.141875, 0.843752, 2.38156
0.303125, 0.866766, 0.166799, 0.818587, 2.36104
0.309375, 0.847984, 0.191939, 0.793859, 2.34043
0.315625, 0.829418, 0.217231, 0.76963, 2.31979
0.321875, 0.811097, 0.242636, 0.745933, 2.29915
0.328125, 0.793041, 0.268127, 0.722788, 2.27853
0.334375, 0.775264, 0.293683, 0.700204, 2.25795
0.340625, 0.757772, 0.31929, 0.678184, 2.23743
0.346875, 0.740571, 0.344937, 0.656728, 2.21697
0.353125, 0.723663, 0.370614, 0.635832, 2.19657
0.359375, 0.707051, 0.396316, 0.615489, 2.17625
0.365625, 0.690733, 0.422036, 0.595693, 2.15602
0.371875, 0.67471, 0.447769, 0.576435, 2.13586
0.378125, 0.65898, 0.473511, 0.557707, 2.1158
0.384375, 0.643543, 0.499257, 0.5395, 2.09582
0.390625, 0.628396, 0.525003, 0.521805, 2.07594
0.396875, 0.613538, 0.550745, 0.504613, 2.05616
0.403125, 0.598968, 0.576478, 0.487915, 2.03648
0.409375, 0.584685, 0.602194, 0.471702, 2.01691
0.415625, 0.570688, 0.627887, 0.455967, 1.99745
0.421875, 0.556977, 0.653549, 0.440704, 1.9781
0.428125, 0.543553, 0.679166, 0.425903, 1.95888
0.434375, 0.530418, 0.704732, 0.411564, 1.93981
0.440625, 0.517575, 0.730217, 0.397677, 1.92087
0.446875, 0.505033, 0.755603, 0.384247, 1.90209
0.453125, 0.492796, 0.780873, 0.371287, 1.88357
0.459375, 0.480888, 0.80589, 0.358761, 1.8651
0.465625, 0.469336, 0.830775, 0.34679, 1.84724
0.471875, 0.458198, 0.855067, 0.33528, 1.82934
0.478125, 0.44761, 0.878567, 0.324494, 1.81237
0.484375, 0.438288, 0.900548, 0.315166, 1.79771
0.490625, 0.431116, 0.914824, 0.307443, 1.78283
0.496875, 0.427719, 0.925142, 0.30489, 1.78207
0.503125, 0.426492, 0.928139, 0.303678, 1.78009
0.509375, 0.426065, 0.927792, 0.302758, 1.77647
0.515625, 0.425728, 0.927758, 0.302196, 1.77459
0.521875, 0.42573, 0.92864, 0.302234, 1.7748
0.528125, 0.425882, 0.929276, 0.302683, 1.7768
0.534375, 0.425837, 0.929382, 0.302893, 1.77822
0.540625, 0.425821, 0.928758, 0.302868, 1.77814
0.546875, 0.425891, 0.927836, 0.30271, 1.77692
0.553125, 0.426187, 0.927339, 0.302715, 1.77571
0.559375, 0.426431, 0.927444, 0.302938, 1.77601
0.565625, 0.426494, 0.927798, 0.303229, 1.77745
0.571875, 0.426338, 0.927864, 0.303343, 1.77877
0.578125, 0.42614, 0.927613, 0.303279, 1.77922
0.584375, 0.426159, 0.927189, 0.303111, 1.77816
0.590625, 0.426417, 0.927033, 0.303048, 1.77671
0.596875, 0.426556, 0.927137, 0.303091, 1.77638
0.603125, 0.426487, 0.927446, 0.303223, 1.77744
0.609375, 0.426116, 0.927623, 0.3033, 1.77944
0.615625, 0.425826, 0.927611, 0.303294, 1.78062
0.621875, 0.425676, 0.927457, 0.303223, 1.78083
0.628125, 0.42539, 0.92732, 0.303155, 1.78163
0.634375, 0.425047, 0.927308, 0.303136, 1.78296
0.640625, 0.424949, 0.927384, 0.303152, 1.78346
0.646875, 0.425045, 0.927512, 0.30319, 1.78328
0.653125, 0.425102, 0.92758, 0.303206, 1.78314
0.659375, 0.42461, 0.927574, 0.303195, 1.78514
0.665625, 0.42207, 0.92747, 0.303145, 1.79559
0.671875, 0.413719, 0.927342, 0.30309, 1.8315
0.678125, 0.388419, 0.927276, 0.303063, 1.95062
0.684375, 0.342412, 0.92727, 0.303061, 2.2127
0.690625, 0.298032, 0.927311, 0.303076, 2.54231
0.696875, 0.273979, 0.927413, 0.303109, 2.7658
0.703125, 0.266558, 0.927531, 0.303145, 2.84314
0.709375, 0.264447, 0.927625, 0.303174, 2.86612
0.715625, 0.264117, 0.927679, 0.303189, 2.86984
0.721875, 0.264506, 0.927702, 0.303194, 2.86566
0.728125, 0.265492, 0.927709, 0.303192, 2.855
0.734375, 0.266207, 0.927683, 0.303179, 2.84721
0.740625, 0.266371, 0.927604, 0.303149, 2.84517
0.746875, 0.266238, 0.927511, 0.303115, 2.84628
0.753125, 0.265816, 0.927445, 0.30309, 2.85056
0.759375, 0.265442, 0.927417, 0.303079, 2.85448
0.765625, 0.265288, 0.927424, 0.30308, 2.85614
0.771875, 0.265301, 0.927545, 0.303121, 2.85639
0.778125, 0.265466, 0.927771, 0.303197, 2.85533
0.784375, 0.265666, 0.927991, 0.303272, 2.85388
0.790625, 0.265791, 0.928121, 0.303318, 2.85297
0.796875, 0.26583, 0.928173, 0.303339, 2.85275
0.803125, 0.265808, 0.928171, 0.303342, 2.85301
0.809375, 0.26565, 0.927925, 0.303263, 2.85397
0.815625, 0.265463, 0.92757, 0.30315, 2.85491
0.821875, 0.265401, 0.927535, 0.303138, 2.85547
0.828125, 0.265352, 0.927222, 0.303038, 2.85506
0.834375, 0.264811, 0.924519, 0.302139, 2.8524
0.840625, 0.261651, 0.909, 0.296948, 2.83725
0.846875, 0.243459, 0.816632, 0.268104, 2.75307
0.853125, 0.176951, 0.419615, 0.169386, 2.39313
0.859375, 0.131716, 0.0577736, 0.107857, 2.04716
0.865625, 0.125623, 0.00542701, 0.100701, 2.00403
0.871875, 0.125035, 0.000446982, 0.100039, 2.00023
0.878125, 0.124995, -4.77903e-05, 0.0999942, 1.99997
0.884375, 0.124999, -9.03399e-06, 0.0999987, 1.99999
0.890625, 0.125001, 4.94973e-06, 0.100001, 2
0.896875, 0.125, 7.12753e-07, 0.1, 2
0.903125, 0.125, -3.55996e-07, 0.1, 2
0.909375, 0.125, -1.89248e-08, 0.1, 2
0.915625, 0.125, 2.95918e-08, 0.1, 2
0.921875, 0.125, -8.81584e-10, 0.1, 2
0.928125, 0.125, -2.13014e-09, 0.1, 2
0.934375, 0.125, 3.1007e-10, 0.1, 2
0.940625, 0.125, 1.75105e-10, 0.1, 2
0.946875, 0.125, -3.30027e-11, 0.1, 2
0.953125, 0.125, -1.28929e-11, 0.1, 2
0.959375, 0.125, 3.08723e-12, 0.1, 2
0.965625, 0.125, 9.44339e-13, 0.1, 2
0.971875, 0.125, -2.61902e-13, 0.1, 2
0.978125, 0.125, -5.88807e-14, 0.1, 2
0.984375, 0.125, 2.4537e-14, 0.1, 2
0.990625, 0.125, 6.05627e-15, 0.1, 2
0.996875, 0.125, -1.22236e-15, 0.1, 2
