x,r,u,p,e
0.05, 0.996987, 0.0035468, 0.995786, 2.49699
0.15, 0.984132, 0.0189296, 0.977915, 2.48421
0.25, 0.926043, 0.0911984, 0.898963, 2.42689
0.35, 0.763799, 0.306632, 0.688154, 2.2524
0.45, 0.561786, 0.633123, 0.452746, 2.01476
0.55, 0.425987, 0.893052, 0.302489, 1.77522
0.65, 0.371857, 1.01374, 0.341683, 2.29714
0.75, 0.28224, 0.912798, 0.299423, 2.65221
0.85, 0.179355, 0.440999, 0.174196, 2.4281
0.95, 0.133307, 0.0745115, 0.109687, 2.05703
